ID,ShortDesc,Engine,Year,Month,Displacement,Power_kW,Horsepower,Km,PictureCount,Prices
16020450,RENAULT MEGANE 1.4 16V Alize,Benzin,2002,9,1390,70,95,274000,11,450000
16009299,RENAULT MEGANE Cabrio 2.0 16V Privilege,Benzin,2002,5,1998,103,140,268250,12,450000
15968254,RENAULT MEGANE Classic 1.4 16V RN LAO,Benzin,2000,1,1390,70,95,162839,6,450000
15963910,RENAULT MEGANE Classic 1.6 RN,Benzin,1998,3,1598,55,75,180100,6,450000
16270868,RENAULT MEGANE 1.5 dCi Dynamique Limusin 1.5dci,Diesel,2004,NA,1461,60,82,300000,5,457000
16295706,RENAULT MEGANE 1.6 16V RXE,Benzin,2000,3,1598,79,107,209864,5,459000
16256107,RENAULT MEGANE Limousine 1.6 Dynamique friss műszaki,Benzin,2004,9,1598,83,113,312300,11,470000
15268029,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2003,NA,1461,60,82,238303,6,470000
16084474,RENAULT MEGANE Cabrio 1.6e,Benzin,1997,12,1598,66,90,177777,12,475000
15932848,RENAULT MEGANE 1.6 16V Authentique,Benzin,2003,10,1598,83,113,280000,6,475000
16280107,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2005,8,1461,60,82,26200,12,479000
16292892,RENAULT MEGANE Grandtour 2.0 dCi Privilege,Diesel,2007,NA,1995,110,150,360000,6,480000
16291238,RENAULT MEGANE Limousine 1.4 Authentique Plus,Benzin,2003,4,1390,72,98,233000,3,480000
16110803,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2006,NA,1461,78,106,200000,6,480000
15927070,RENAULT MEGANE Coupe 1.6 16V Privilege,Benzin,2001,10,1598,79,107,227500,6,480000
16102864,RENAULT MEGANE CC 1.6 Dynamique,Benzin,2007,6,1598,82,111,100869,6,484848
16296192,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,Diesel,2004,12,1461,73,99,272000,6,489000
16275962,RENAULT MEGANE Grandtour 1.5 dCi Authentique,Diesel,2004,6,1461,60,82,239079,6,490000
16105662,RENAULT MEGANE 1.5 dCi Authentique Plus KLÍMA AUTOMATA LÁMPÁK FEDÉLZETI SZÁMÍTÓGÉP MO-i,Diesel,2004,2,1461,60,82,260738,11,490000
14179341,RENAULT MEGANE 1.4 16V RN Cool E298/140010,Benzin,1999,9,1390,70,95,267450,6,490000
16262517,RENAULT MEGANE Limousine 1.4 Authentique Magyarországi!,Benzin,2005,11,1390,60,82,220311,6,495000
16087164,RENAULT MEGANE 1.5 dCi Authentique Komfort MAGYARORSZÁGI. SZERVIZKÖNYV,Diesel,2004,9,1461,60,82,171000,12,498000
16290984,RENAULT MEGANE Limousine 1.4 Authentique 102 ezer km. Magyar autó !,Benzin,2004,NA,1390,60,82,102000,10,499000
16248694,RENAULT MEGANE 1.9 dCi Privilege AKCIÓ!!!,Diesel,2003,8,1870,88,120,265565,6,499000
16238643,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,Diesel,2005,NA,1461,60,82,217000,4,499000
16175277,RENAULT MEGANE CC 1.6 Dynamique KLÍMA - BŐR - Rozsdamentes - 0Ft-al vihető - 2 év műszaki,Benzin,2003,7,1598,83,113,157685,6,499000
16139619,RENAULT MEGANE Limousine 1.5 dCi Authentique,Diesel,2004,3,1461,60,82,181169,12,499000
16134508,RENAULT MEGANE 1.4 Magyar! Klímás!,Benzin,1999,10,1390,70,95,257000,11,499000
16105859,RENAULT MEGANE 1.5 dCi Expression Komfort FRISS MÜSZAKI.DIGITKLIMA,Diesel,2004,6,1461,60,82,221500,6,499000
16061450,RENAULT MEGANE 1.4 16V Authentique Klímás,Benzin,2002,6,1390,70,95,292000,9,499000
15845701,RENAULT MEGANE Classic 1.4 16V Prima megkímélt szép állapotban !,Benzin,2002,5,1390,70,95,187000,5,499000
15393436,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2004,8,1461,74,101,224000,0,499000
15220752,RENAULT MEGANE Grandtour 1.9 dCi Privilege Rozsdamentes! Klíma!,Diesel,2006,2,1870,96,131,206700,12,499000
14958732,RENAULT MEGANE 1.5 dCi Dynamique Klíma-Tempomat-Vonóhorog,Diesel,2005,11,1461,78,106,206276,12,499000
16266984,RENAULT MEGANE CC 1.9 dCi Monaco,Diesel,2006,1,1870,88,120,154140,6,499990
15876118,RENAULT MEGANE 1.4 Authentique,Benzin,2004,4,1390,60,82,190000,6,499999
16255404,RENAULT MEGANE Grandtour 1.5 dCi Extreme,Diesel,2008,5,1461,63,86,299008,11,500000
16249107,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2006,4,1598,82,111,220000,6,500000
16222604,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2003,6,1461,60,82,280000,6,500000
16217194,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2005,4,1461,74,101,234000,4,500000
16199574,RENAULT MEGANE 1.4 16V Alize,Benzin,2003,5,1390,70,95,170000,3,500000
16186915,RENAULT MEGANE 1.5 dCi Live,Diesel,2007,9,1461,63,86,433000,6,500000
16178234,RENAULT MEGANE 1.4 16V Alize,Benzin,2002,1,1390,70,95,184518,5,500000
16130075,RENAULT MEGANE 1.4 16V Alize,Benzin,2001,5,1390,70,95,170000,6,500000
16216633,RENAULT MEGANE Grandtour 1.9 dCi Dynamique,Diesel,2004,9,1870,88,120,320000,4,515000
13380714,RENAULT MEGANE 1.9 dCi Privilege,Diesel,2003,12,1870,88,120,187214,8,519000
16281777,RENAULT MEGANE CC 1.6 Privilege,Benzin,2004,12,1598,83,113,192000,6,520000
16248719,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus AKCIÓ!!!,Diesel,2006,1,1461,78,106,195860,6,520000
15924950,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2005,3,1461,74,101,284204,4,520000
16213080,RENAULT MEGANE Limousine 1.6 Privilege (Automata) FRISS MŰSZAKI!!!,Benzin,2004,8,1598,83,113,265408,12,529000
15228126,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2004,NA,1461,74,101,169000,5,529000
16115528,RENAULT MEGANE Grandtour 1.4 Authentique Plus,Benzin,2006,4,1390,72,98,311500,5,530000
15713150,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2005,NA,1461,60,82,283000,5,530000
15918985,RENAULT MEGANE Classic 1.4 16V Alize,Benzin,2003,2,1390,70,95,148000,6,540000
16278078,RENAULT MEGANE Berline 1.4 16V,Benzin,2003,5,1390,72,98,195000,6,545000
16234179,RENAULT MEGANE 1.4 Premiere NVREIRVA FRISS MŰSZAKI,Benzin,2005,11,1390,60,82,114340,6,545000
16193069,RENAULT MEGANE 1.5 dCi Dynamique Komfort,Diesel,2006,9,1461,74,101,330000,6,545000
16038683,RENAULT MEGANE 1.5 dCi Dynamique Plus 0Ft Önerő.Beszámítás!,Diesel,2003,3,1461,60,82,204600,12,548000
16283301,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2006,10,1461,63,86,268900,9,549000
16263767,RENAULT MEGANE 1.4 Authentique MAGYAR.1.TULAJ,Benzin,2005,3,1390,72,98,190000,5,549000
16261248,RENAULT MEGANE 1.6 16V Authentique,Benzin,2003,2,1598,83,113,267918,6,549000
16228642,RENAULT MEGANE Limousine 1.6 Privilege,Benzin,2004,3,1598,83,113,314455,6,549000
16211619,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2004,10,1461,73,99,210492,5,549000
14925755,RENAULT MEGANE Grandtour 1.5 dCi Dynamique 0%-tól hitelre is!Megkímélt .szép állapotban!!,Diesel,2004,10,1461,60,82,214281,6,549000
14394261,RENAULT MEGANE 1.4 16V Authentique CSERE LEHETŐSÉG,Benzin,2002,7,1390,70,95,156000,0,549000
16299186,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2004,1,1461,63,86,195000,1,550000
16286539,RENAULT MEGANE 1.4 Authentique,Benzin,2004,6,1390,72,98,254300,5,550000
16258011,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2004,NA,1461,74,101,248530,10,550000
16251977,RENAULT MEGANE 1.5 dCi Live,Diesel,2007,9,1461,63,86,356754,6,550000
16236986,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2004,NA,1461,60,82,200000,5,550000
16231842,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,Diesel,2004,7,1461,76,103,310517,4,550000
16213494,RENAULT MEGANE 1.5 dCi Expression,Diesel,2008,8,1461,78,106,210000,6,550000
16199711,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2004,7,1461,74,101,204000,6,550000
16193100,RENAULT MEGANE Grandtour 1.9 dCi Authentique Plus,Diesel,2005,3,1870,88,120,353752,4,550000
16190791,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2005,10,1461,60,82,273000,4,550000
16062112,RENAULT MEGANE Grandtour 1.5 dCi Authentique,Diesel,2007,10,1461,63,86,335000,2,550000
16003910,RENAULT MEGANE Mégane 1.4 Berline,Benzin,2002,2,1390,70,95,112000,3,550000
15763140,RENAULT MEGANE Grandtour 1.5 dCi Authentique,Diesel,2004,1,1461,60,82,237350,4,550000
14614981,RENAULT MEGANE Classic 1.4 RL,Benzin,1998,4,1390,55,75,177000,6,550000
14491107,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2004,10,1598,83,113,200000,6,550000
13410147,RENAULT MEGANE Limousine 1.5 dCi Expression,Diesel,2008,4,1461,78,106,325000,4,550000
16127596,RENAULT MEGANE Limousine 1.6 Expression Friss vizsgával,Benzin,2007,12,1598,82,111,300000,12,555000
16173678,RENAULT MEGANE Grandtour 1.6 Authentique Plus BENZIN-GÁZ ÜZEMŰ. ÚJ VEZÉRLÉS OKOSKERÉKKEL,Benzin/Gáz,2005,11,1598,83,113,1,5,555555
16217011,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2003,5,1870,88,120,169000,10,559000
16236776,RENAULT MEGANE Limousine 1.5 dCi Privilege 1. tulajdonos vezetett szerviz,Diesel,2008,NA,1461,78,106,230000,10,569999
16291818,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,Diesel,2008,NA,1461,78,106,300000,0,579000
16254928,RENAULT MEGANE 1.6 Privilege,Benzin,2003,10,1598,83,113,263456,6,580000
16227626,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2003,4,1870,88,120,276500,12,580000
16168396,RENAULT MEGANE 1.4 Authentique,Benzin,2004,8,1390,72,98,193000,6,580000
16015940,RENAULT MEGANE COUPE AUTHENTIQUE 1.6i 16V,Benzin,2004,4,1598,83,113,270150,6,580000
16241015,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2004,6,1461,60,82,188000,3,585000
16299247,RENAULT MEGANE Limousine 1.4 Authentique VONÓHOROG.KLÍMA!!,Benzin,2005,11,1390,72,98,265000,6,589000
16272542,RENAULT MEGANE 1.6 16V Dynamique Komfort kitűnő műszaki és esztétikai állapotban,Benzin,2003,5,1598,83,113,213284,12,589000
16236814,RENAULT MEGANE 1.6 Dynamique Plus,Benzin,2003,3,1598,83,113,227150,6,589000
16217935,RENAULT MEGANE 1.5 dCi Advantage A vizes,Diesel,2012,6,1461,66,90,228000,12,589000
16299529,RENAULT MEGANE Grandtour 1.5 dCi Live,Diesel,2008,9,1461,63,86,250000,10,590000
16295567,RENAULT MEGANE Limousine 1.4 Authentique,Benzin,2003,10,1390,72,98,157000,6,590000
16289980,RENAULT MEGANE 1.4 16V Alize ELSŐ TULAJ SZERVIZKÖNYV,Benzin,2001,10,1390,70,95,230000,6,590000
16280437,RENAULT MEGANE 1.4 Authentique,Benzin,2004,3,1390,72,98,198501,6,590000
16240434,RENAULT MEGANE 1.5 dCi Authentique Komfort,Diesel,2004,9,1461,60,82,231000,3,590000
16215990,RENAULT MEGANE 1.6 16V Authentique Komfort,Benzin,2003,NA,1598,83,113,270000,6,590000
16120815,RENAULT MEGANE 1.4 16V Authentique,Benzin,2003,2,1390,72,98,160400,6,590000
15894902,RENAULT MEGANE 1.4 16V Alize,Benzin,2001,8,1390,70,95,155000,6,590000
15880510,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2004,9,1461,60,82,251923,12,590000
15149308,RENAULT MEGANE 1.5 dCi Expression M.o-i üzembehelyezés!!!,Diesel,2007,11,1461,63,86,182000,5,590000
16270048,RENAULT MEGANE Grandtour 1.4 Expression,Benzin,2007,6,1390,72,98,268000,5,595000
16296934,RENAULT MEGANE Grandtour 1.4 Authentique magyar végig szervizkönyv,Benzin,2006,2,1390,72,98,242000,9,599000
16272309,RENAULT MEGANE Grandtour 1.6 Dynamique 1 tulaj ! Óriás Csomagtartó ! Megbízható Benzines !,Benzin,2003,10,1598,83,113,177537,12,599000
16269282,RENAULT MEGANE 1.5 dCi Voyage FRISS MŰSZAKI! VONÓHORGOS!,Diesel,2007,5,1461,78,106,260000,6,599000
16241170,RENAULT MEGANE Grandtour 1.5 dCi Advantage,Diesel,2011,9,1461,66,90,252900,5,599000
16124852,RENAULT MEGANE Grandtour 1.9 dCi Dynamique GARANCIÁVAL!!,Diesel,2003,12,1870,88,120,198998,11,599000
16117644,RENAULT MEGANE 1.4 Authentique,Benzin,2003,3,1390,72,98,147543,6,599000
15846525,RENAULT MEGANE Grandtour 1.5 dCi Azure GARANCIÁVAL!!!,Diesel,2005,2,1461,63,86,277383,12,599000
15842874,RENAULT MEGANE Grandtour 1.9 dCi Privilege Ózonos fertőtlenítéssel!!,Diesel,2003,12,1870,88,120,220000,12,599000
15818683,RENAULT MEGANE 1.5 dCi Authentique Plus MEGTEKINTÉSHEZ IDŐPONT EGYEZTETÉS SZÜKSÉGES!,Diesel,2003,NA,1461,60,82,138000,5,599000
15748466,RENAULT MEGANE Grandtour 1.5 dCi Dynamique garanciával . ingyen szervízekkel,Diesel,2003,3,1461,60,82,300,1,599000
14935998,RENAULT MEGANE 1.5 dCi Authentique Plus Magyarországi. második tulajdonostól,Diesel,2004,9,1461,73,99,280627,6,599000
16112758,RENAULT MEGANE 1.4 Authentique,Benzin,2004,2,1390,72,98,168077,12,599777
16100765,RENAULT MEGANE 1.5 dCi Expression,Diesel,2007,7,1461,63,86,235797,12,599900
16262668,RENAULT MEGANE Grandtour 1.9 dCi Privilege MAGYARORSZÁGI! FRISSEN SZERVIZELVE! AZONNAL VIHETŐ!,Diesel,2004,4,1870,88,120,251894,12,599999
16180376,RENAULT MEGANE 1.5 dCi Dynamique Plus Gazdaságos Diesel!!,Diesel,2003,11,1461,60,82,252700,12,599999
15782902,RENAULT MEGANE 1.9 dCi Expression KLÍMA! MAGYARORSZÁGI! RENDSZERESEN SZERVIZELT! AZONNAL VIHETŐ!,Diesel,2002,6,1870,75,102,211254,12,599999
14654443,RENAULT MEGANE 1.6 Authentique Megbizható Benzines!!,Benzin,2003,2,1598,83,113,290320,12,599999
16288444,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,Diesel,2004,8,1461,74,101,242884,0,600000
16274764,RENAULT MEGANE Grandtour 1.5 dCi Azure,Diesel,2005,9,1461,78,106,209000,2,600000
16236731,RENAULT MEGANE 1.5 dCi Expression,Diesel,2007,4,1461,63,86,260945,6,600000
16226397,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2004,12,1461,73,99,215000,6,600000
16225352,RENAULT MEGANE 1.4 Authentique,Diesel,2004,3,1461,60,82,300000,4,600000
16194717,RENAULT MEGANE 2.0 Privilege (Automata),Benzin,2004,NA,1998,99,135,230000,6,600000
16231116,RENAULT MEGANE CC 2.0 Dynamique,Benzin,2003,12,1998,99,135,146000,3,610000
16250017,RENAULT MEGANE Grandtour 1.6 Dynamique,Benzin,2004,7,1598,83,113,304000,6,620000
16237022,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2004,7,1461,60,82,151000,5,620000
16198485,RENAULT MEGANE 1.5 dCi Extreme,Diesel,2008,6,1461,63,86,242000,6,620000
16197868,RENAULT MEGANE 1.6 16V Dynamique Komfort,Benzin,2004,8,1598,83,113,309000,4,620000
14564065,RENAULT MEGANE CC 1.9 dCi Privilege,Diesel,2004,3,1870,88,120,245000,12,620000
16291722,RENAULT MEGANE 1.6 16V Authentique,LPG,2003,9,1598,79,107,256000,5,630000
16279021,RENAULT MEGANE Grandtour 1.9 dCi Privilege 130 LE ! / MAGYARORSZÁGI / MEGKÍMÉLT ÁLLAPOT /,Diesel,2006,7,1870,96,131,334890,12,630000
16196784,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,Diesel,2008,5,1461,78,106,330000,6,630000
16195160,RENAULT MEGANE Limousine 1.4 Authentique Plus,Benzin,2003,NA,1390,72,98,203000,6,630000
16130222,RENAULT MEGANE Grandtour 1.4 Authentique Plus Mo-i.2.Tulaj,Benzin,2003,12,1390,72,98,210000,6,630000
15966016,RENAULT MEGANE Limousine 1.5 dCi Azure AKÁR 1 ÉV GARANCIÁVAL,Diesel,2007,NA,1461,78,106,205000,6,630000
16265857,RENAULT MEGANE Grandtour 1.9 dCi Dynamique,Diesel,2004,6,1870,88,120,176000,6,639000
16080211,RENAULT MEGANE Limousine 1.5 dCi Dynamique,Diesel,2004,12,1461,74,101,215960,5,640000
16096030,RENAULT MEGANE Classic 1.4 16V Alize,Benzin,2003,6,1390,70,95,159252,9,645000
16300904,RENAULT MEGANE 1.6 16V Expression Komfort,Benzin,2003,9,1598,83,113,263000,6,649000
16295817,RENAULT MEGANE Limousine 1.6 Dynamique MO-i,Benzin,2007,2,1598,83,113,200257,12,649000
16295442,RENAULT MEGANE Grandtour 1.6 Authentique Mo-i!,Benzin,2004,5,1598,83,113,235000,6,649000
16291982,RENAULT MEGANE Grandtour 1.5 dCi Dynamique (MEGKÍMÉLT),Diesel,2006,4,1461,63,86,390,12,649000
16158904,RENAULT MEGANE 1.4 Authentique,Benzin,2003,3,1390,72,98,143730,5,649000
16095713,RENAULT MEGANE Grandtour 1.6 Authentique,Benzin,2004,1,1598,83,113,249000,6,649000
16092902,RENAULT MEGANE Limousine 1.4 Base Mo-i. első tulajdonos,Benzin,2007,9,1390,72,98,230680,12,649000
16274361,RENAULT MEGANE 1.6 16V Expression Komfort,Benzin,2004,4,1598,83,113,242000,5,650000
16273493,RENAULT MEGANE 1.5 dCi Monaco,Diesel,2008,5,1461,78,106,357000,6,650000
16263363,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2003,3,1461,60,82,225000,5,650000
16244782,RENAULT MEGANE Grandtour 1.4 Authentique Plus,Benzin,2004,5,1390,72,98,198000,3,650000
16251537,RENAULT MEGANE Grandtour 1.9 dCi Dynamique,Diesel,2005,NA,1870,88,120,300000,5,650000
16237230,RENAULT MEGANE Limousine 2.0 Dynamique,Benzin,2004,7,1998,99,135,277800,10,650000
16227488,RENAULT MEGANE 1.6 16V Authentique,Benzin,2004,8,1598,83,113,288000,6,650000
16226346,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,Diesel,2008,10,1461,78,106,210000,6,650000
16204100,RENAULT MEGANE CABRIOLET,Benzin,2004,12,1998,100,136,280500,6,650000
16194766,RENAULT MEGANE 1.4 Authentique,Benzin,2005,7,1390,72,98,265000,6,650000
16178292,RENAULT MEGANE Coupe 2.0 16V F7R,Benzin,1996,5,1998,108,147,260000,6,650000
16039329,RENAULT MEGANE Limousine 1.5 dCi Dynamique Plus AUTOMATA !!!!!,Diesel,2004,12,1461,74,101,181441,6,650000
15927817,RENAULT MEGANE 1.6 Dynamique Plus,Benzin,2005,8,1598,83,113,150000,6,650000
15800500,RENAULT MEGANE 2.0 Privilege,Benzin,2004,11,1998,99,135,269000,5,650000
14780867,RENAULT MEGANE Limousine 1.4 Base,Benzin,2006,2,1390,72,98,244000,6,650000
16266421,RENAULT MEGANE Grandtour 1.5 dCi Authentique Klíma.Tempomat. Tulajdonostól,Diesel,2007,5,1461,63,86,214000,10,660000
16268239,RENAULT MEGANE 1.4 Voyage Kombi - Téligumikkal,Diesel,2007,11,1461,78,106,274137,12,670000
16145630,RENAULT MEGANE 1.6 Monaco,Benzin,2004,2,1598,83,113,160000,6,675000
15410132,RENAULT MEGANE Grandtour 1.5 dCi Expression 65.000 km-es motorral,Diesel,2007,7,1461,78,106,325000,5,675000
16293780,RENAULT MEGANE Limousine 1.6 Privilege AKCIÓS ÁRON ELADÓ!!,Benzin,2007,5,1598,82,111,164000,6,680000
16237760,RENAULT MEGANE 1.5 dCi Expression,Diesel,2007,10,1461,78,106,224000,4,680000
16220529,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,Diesel,2006,10,1461,78,106,369726,6,680000
15851892,RENAULT MEGANE Grandtour 1.6 Authentique,Benzin/Gáz,2004,2,1598,83,113,317642,12,680000
16301952,RENAULT MEGANE 1.5 dCi 105 DPF Extreme,Diesel,2008,3,1461,78,106,242268,6,690000
16256920,RENAULT MEGANE 1.4 Authentique,Benzin,2003,10,1390,72,98,290000,6,690000
16240197,RENAULT MEGANE 1.6 16V Authentique / Mo.-i 2.tul./ B-294,Benzin,2004,8,1598,83,113,170078,12,690000
16225188,RENAULT MEGANE 1.4 Authentique,Benzin,2005,3,1390,72,98,246000,11,690000
16201497,RENAULT MEGANE Limousine 1.6 Authentique,Benzin,2005,3,1598,83,113,210000,6,690000
15547033,RENAULT MEGANE Limousine 1.5 dCi Dynamique,Diesel,2005,11,1461,60,82,191325,12,690000
13977632,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2006,6,1461,63,86,405000,6,690000
13132749,RENAULT MEGANE Limousine 1.4 Authentique,Benzin,2004,3,1390,60,82,82382,6,690000
16204561,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2003,12,1870,88,120,278000,6,695000
16300610,RENAULT MEGANE Limousine 1.5 dCi Expression szervizelt autó,Diesel,2006,8,1461,63,86,240790,10,699000
16295455,RENAULT MEGANE Limousine 1.6 Privilege Mo-i! 212000KM!,Benzin,2005,7,1598,82,111,212000,6,699000
16287985,RENAULT MEGANE Limousine 1.5 dCi Expression 274e.km!,Diesel,2008,6,1461,78,106,274018,12,699000
16286596,RENAULT MEGANE Limousine 1.9 dCi Privilege (SZERVÍZELT.M.ORSZÁGI.17ALU),Diesel,2003,12,1870,88,120,220000,12,699000
16276084,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2005,10,1870,88,120,216500,12,699000
16274461,RENAULT MEGANE 1.6 Dynamique Mo-i nappali menetfény klíma valós km magánszemély csere,Benzin,2004,7,1598,83,113,211000,6,699000
16272006,RENAULT MEGANE 1.4 Authentique Szervizkönyv,Benzin,2004,5,1390,72,98,129754,11,699000
16269746,RENAULT MEGANE 1.5 dCi Authentique !!!146.000KM!!!!DIGIT KLÍMA!!!,Diesel,2004,4,1461,60,82,146191,12,699000
16266125,RENAULT MEGANE 1.4 Authentique Plus 5 ajtós - szervizkönyv - 166.100 km,Benzin,2002,12,1390,72,98,166100,12,699000
16255354,RENAULT MEGANE 1.9 dCi Privilege,Diesel,2006,6,1870,88,120,157000,5,699000
16254802,RENAULT MEGANE Grandtour 1.6 Authentique Plus FRISS MŰSZAKI. VEZETETT SZERVIZKÖNYV. MAGYAR,Benzin,2006,6,1598,82,111,306000,1,699000
16234262,RENAULT MEGANE 1.4 Authentique,Benzin,2003,12,1390,60,82,140000,0,699000
16226529,RENAULT MEGANE Grandtour 1.6 Dynamique,Benzin,2006,1,1598,83,113,194336,6,699000
16206604,RENAULT MEGANE 1.5 dCi Authentique Plus klíma. hatos váltó. jó motor!,Diesel,2005,7,1461,78,106,213809,12,699000
16202733,RENAULT MEGANE 1.9 dCi 130 DPF Extreme Klima. 6 seb,Diesel,2007,11,1870,96,131,179000,10,699000
16201024,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2005,4,1870,88,120,153500,3,699000
16195953,RENAULT MEGANE 1.4 Authentique Plus,Benzin,2004,3,1390,72,98,193400,12,699000
16168090,RENAULT MEGANE 1.5 dCi Expression,Diesel,2007,NA,1461,78,106,238748,6,699000
16166576,RENAULT MEGANE Limousine 1.6 Authentique Plus,Benzin,2006,3,1598,82,111,321000,6,699000
16106440,RENAULT MEGANE Grandtour 1.4 Authentique Plus Magyar Autó!,Benzin,2005,8,1390,72,98,326975,10,699000
16008652,RENAULT MEGANE CC 1.9 dCi Monaco,Diesel,2004,10,1870,88,120,204000,6,699000
15906324,RENAULT MEGANE Limousine 1.6 Privilege MAGYARORSZÁGI!DIGIT KLÍMA!,Benzin,2004,6,1598,79,107,192000,5,699000
15895334,RENAULT MEGANE 2.0 Dynamique,Benzin,2004,5,1998,89,121,160000,6,699000
15879399,RENAULT MEGANE 1.4 Authentique Plus Digitklima!4xablak!esőszenzor! Magyar-o!,Benzin,2004,1,1390,72,98,205000,6,699000
15867999,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2005,6,1461,78,106,216000,8,699000
15179741,RENAULT MEGANE 1.9 dCi Monaco FRISSEN SZERVIZELVE!,Diesel,2002,10,1870,75,102,136450,10,699000
15099265,RENAULT MEGANE 1.6 16V Dynamique Komfort 172.000 KM!!!,Benzin,2004,6,1598,83,113,172000,6,699000
16279672,RENAULT MEGANE 1.5 dCi Expression,Diesel,2008,4,1461,63,86,399400,6,699999
15978683,RENAULT MEGANE 1.6 Authentique Plus,Benzin,2005,8,1598,83,113,147230,10,699999
15143536,RENAULT MEGANE 1.5 dCi Expression Komfort Gazdaságos Diesel 5L.!,Diesel,2003,1,1461,60,82,187600,12,699999
16299849,RENAULT MEGANE Coupe 1.6 16V Sport,Benzin,2000,11,1598,79,107,162580,6,700000
16255580,RENAULT MEGANE 1.5 dCi Voyage,Diesel,2005,NA,1461,78,106,212000,6,700000
16255231,RENAULT MEGANE 1.5 dCi Authentique Plus,Diesel,2007,5,1461,63,86,185000,6,700000
16227081,RENAULT MEGANE 1.6 16V Authentique,Benzin,2003,8,1598,83,113,166500,12,719900
14854799,RENAULT MEGANE 1.5 dCi 85 DPF Dynamique,Diesel,2008,2,1461,63,86,177413,6,720000
15811686,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2005,2,1461,73,99,27902,12,725000
16213122,RENAULT MEGANE Limousine 1.5 dCi Dynamique,Diesel,2006,NA,1461,78,106,129000,12,729000
15539131,RENAULT MEGANE 1.6 16V Authentique Rendben van!,Benzin,2004,5,1598,79,107,175501,12,729000
16298630,RENAULT MEGANE 1.6 16V Authentique,Benzin,2006,NA,1598,83,113,260000,6,730000
16283400,RENAULT MEGANE 1.4 Voyage,Benzin,2008,7,1390,72,98,274319,4,730000
16078103,RENAULT MEGANE 1.6 Privilege,Benzin,2004,3,1598,83,113,189000,5,730000
14818326,RENAULT MEGANE Limousine 1.4 Authentique,Benzin,2005,1,1390,72,98,230000,6,730000
16029061,RENAULT MEGANE Limousine 1.5 dCi Voyage,Diesel,2007,11,1461,63,86,218158,5,745000
16239187,RENAULT MEGANE Limousine 1.6 Privilege BŐR-DIGIT KLÍMA,Benzin,2004,1,1598,83,113,179000,6,749000
16238407,RENAULT MEGANE Grandtour 1.5 dCi Expression MAGYARORSZÁGI,Diesel,2008,11,1461,63,86,177589,7,749000
16109699,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,Diesel,2007,10,1461,78,106,267811,7,749000
16043876,RENAULT MEGANE 1.5 dCi Azure,Diesel,2006,3,1461,78,106,171920,12,749000
16014274,RENAULT MEGANE Limousine 1.5 dCi Dynamique,Diesel,2008,5,1461,78,106,260000,12,749000
15833370,RENAULT MEGANE Grandtour 1.5 dCi Expression Friss Műszaki Vizsga!,Diesel,2007,8,1461,78,106,324868,12,749000
15145534,RENAULT MEGANE Berline 1.6 16V,Benzin,2004,8,1598,83,113,168834,6,749999
16300587,RENAULT MEGANE Grandtour 1.5 dCi Privilege,Diesel,2004,5,1461,74,101,236058,6,750000
